"","Country","Renewable.electricity.output","Access.to.electricity","Renewable.energy.consumption","Terrestrial.and.marine.protected.areas","Agricultural.land","Individuals.using.the.Internet","CO2.emissions","GDP.growth","Political.Stability.and.Absence.of.Terrorism","Rule.of.Law","Government.Effectiveness","PM2.5.air.pollution","Proportion.of.seats.held.by.women.in.parliaments","Access.to.clean.fuels.and.technologies.for.cooking","Labor.force.participation.rate","Unemployment","School.enrollment","Cause.of.death.communicable.diseases.and.maternal.prenatal.and.nutrition.conditions","natural.resources.depletion","Prevalence.of.undernourishment","Life.expectancy.at.birth"
"1","Albania",1.16518699337332,-0.868836108515334,0.53980147514041,0.418309901368895,0.113559315309216,0.556998373650357,-0.310025432255405,-0.287403596851727,0.455874335021591,-0.417020376926198,-0.13680887354301,-0.261301580228621,0.00124799661098662,0.425838473561617,-0.502795334516022,1.38018167526753,0.025598829006848,-1.37789141919688,-0.207859050394715,-0.181181570322988,0.742027216279182
"2","Algeria",-1.83891088425997,-0.803680413170142,-2.58380406303415,-0.167118727324983,-1.1208153870777,-0.448909654965388,0.252568175173215,-0.0459072993223822,-1.25480857685568,-0.867830197354855,-0.646760242894478,0.849369213417322,0.725687031808181,-0.259369884003585,-2.300346506974,0.793271596910228,1.0079115784212,0.0970791713663392,1.5391861530989,-0.582427790132846,0.506661973260875
"3","Angola",0.746873540493108,1.48254021943314,0.744158918225476,-0.475084871189734,0.326896447304437,-1.25696195880693,-0.581142920760907,-0.621583464869993,-0.375399296266817,-1.20471695976032,-1.25210855754965,0.655803156418398,1.24193447511459,0.845387416328031,0.915171626461493,0.250424996818315,0.799980056317812,1.54564382155295,1.73169110488055,1.58707790558037,-1.57336875440981
"4","Argentina",0.341764998530404,-0.80119486585582,-0.55698565540271,-0.122342771706132,0.659100207298168,0.696613223252486,0.483497495637693,-1.00246236049217,0.168395598213744,-0.646089740948061,-0.107827046458499,-0.713648605618752,1.28932768302469,-0.896022966662514,-0.0924558696103077,0.317754873226206,0.591882183508882,0.138469433411236,-0.15690485419745,-0.648728870042769,0.504281791723979
"5","Armenia",0.272040986650426,-0.868836108515334,-0.579127764618757,0.951908755241328,0.880615674816815,0.308689387540587,-0.296249696975669,0.159595291694409,-0.368495733151026,-0.303006598096229,-0.186044494529693,0.687298611752894,-0.819670068974619,-0.588682843425267,-0.350069549782438,1.52426929002759,-0.717232357790317,-1.36460997476997,0.0600675333667879,-0.587406505973538,0.303528355221374
"6","Australia",-0.181920930867532,-0.868836108515334,-0.653340600503829,1.18142625203132,0.452895174511963,1.33251012118978,1.75755158484397,-0.245882486136703,1.22163125324475,1.87129872557935,1.66116569978522,-1.42138065627904,0.453176086325124,-1.4914601627648,0.767977629401701,-0.0660336142616117,-0.113331620907128,-1.01948233266857,0.205538526569227,-1.05945557509517,1.28441410760404
"7","Austria",0.996697424296318,-0.868836108515334,0.433155073158192,1.15628847940492,-0.380521137685639,1.27938043775301,0.910141495694112,-0.746909047460958,1.41895643549147,1.93907387817587,1.59513044891941,-0.846570024898938,0.812010374787286,-1.4914601627648,0.669653428516893,-0.109242643884039,-0.180573320015979,-1.4907126612406,-1.08281733413861,-1.05945557509517,1.16800533071061
"8","Azerbaijan",-0.672467634847386,-0.868836108515334,-1.62184725157959,-0.390733366233624,0.819299419847287,1.01964499314485,0.308795388417667,-0.752940218661176,-0.714989679573307,-0.67586892465198,-0.378360760974044,-0.0990844183980781,-0.460835780512457,-0.412699171498975,0.149614713182319,-0.279078474219543,0.0367853137199788,-0.401415830269899,1.61680733575772,-1.05945557509517,0.0310223628044125
"9","Barbados",-2.0875537943254,-0.868836108515334,-1.43599762251265,-2.3060231633189,-0.684726803421728,1.03554501506242,0.512446415423891,-0.944603728383035,1.39745119231653,0.969399013416156,1.13588926244867,0.165183461677398,-0.437139176557409,-1.20786364522151,0.837708172119897,0.816210469275793,-0.652346493363958,-0.0491210354747164,-0.977517754649101,-0.627956576121692,0.843705596308475
"10","Belarus",-1.67556240460488,-0.868836108515334,-0.883025095886227,0.0919561370511368,0.0837547718132439,0.573090019937132,0.850984313272403,-1.34548342925586,0.17062825293166,-0.874337632586904,-0.653005491201521,-0.204184252994623,0.679986438466302,-0.845256887339452,0.791935434021722,-0.0600085769929428,-0.377955291963331,-1.5209344667995,-0.683439409828551,-1.05945557509517,0.174327916729885
"11","Belgium",-0.036331871285436,-0.868836108515334,-0.686252650533314,1.01402560776558,0.166455030488654,1.3421383551327,1.09512629147773,-0.749964252359348,0.7946235475112,1.49172480516633,1.44696120240472,-0.83528378439302,1.43150730675498,-1.4914601627648,-0.118867573756378,0.388705512613411,-0.0496210156406363,-0.523559302848939,-1.15432182742281,-1.05945557509517,1.13444331971016
"12","Belize",0.691654225414353,0.154436008068586,0.450017667937318,0.838643910703005,-1.62009135174659,-0.268685249317607,-0.496211456703785,-0.555304249550415,0.150347821305939,-0.804158936018885,-0.720453176429561,0.17006608808669,-1.48148236514776,0.133317795995598,0.0540564804364616,0.701052518026238,0.743786102003759,0.339422498173622,-0.320948139536722,0.0913820902485267,0.244494894394807
"13","Benin",-1.34894468251612,1.47731997975219,0.772071533562253,1.07465248811021,-0.357381537428885,-1.37284892359604,-0.993539290608621,0.768194578208575,0.145363126452489,-0.608620301903669,-0.674267027323175,0.797439228420357,-1.20050834682361,1.17713654579407,0.286388144841195,-1.15186194901865,2.18835676440914,1.38964068162826,-0.140711112656404,0.386904474360406,-1.41042549336311
"14","Bolivia",0.344636662093769,0.445158485748762,-0.129995511513144,1.23822440128567,-0.283214267579487,-0.377106030957689,-0.315585304838145,0.778777769357386,-0.291457669153625,-1.2030262251327,-0.634659512955589,0.077741543556623,2.17456510220257,0.489242535484613,0.207093887970633,-1.02005046451143,-0.647387012896389,0.505638554653465,1.0309086208365,1.12213659750092,-0.217780988474289
"15","Botswana",-2.04531648017879,1.26655325839908,0.278963997491022,1.18118607937861,0.241479779773981,-0.379018752322875,0.0668438001370215,0.414987137099057,1.28983691685409,0.589738347673391,0.41321230631945,0.1302055321962,-1.07356225420728,0.64623495094899,0.465389363759889,1.56961824922712,-0.0139550813814928,1.2381300229948,-0.46727264224618,1.52081017474864,-0.605502643411642
"16","Brazil",0.960839293898403,-0.731604051130987,0.604686628519336,1.01579158739461,-0.330149534018298,0.363727745280339,-0.0555625130370976,-1.43984770923296,-0.282036408842989,-0.165446868049856,-0.260095661138699,-0.810881140162505,-1.02109120259253,-0.462398679951923,0.0804099317747972,0.592649884599955,0.850588399828288,0.0160613938025425,-0.0647032268638815,-1.05945557509517,0.369851122004684
"17","Brunei Darussalam",-2.0559827201726,-0.868836108515334,-2.64558893772435,0.0474107929823692,-1.82613307144479,1.07169315522044,2.06461623806385,-1.75058026235237,1.46587372936343,0.550211399434294,1.07748623573134,-2.01232671733242,-1.19035265941431,-1.4914601627648,0.0162304952635609,0.363128989583013,0.143532732961236,-0.517685601182603,1.47832373211211,-0.902995006134655,0.41232248630368
"18","Bulgaria",-0.066108838796723,-0.868836108515334,-0.133359998927746,1.1517802687467,0.259118723332188,0.33587316686029,0.678349388591617,-0.178905633385628,0.230581427702297,-0.0874364186066524,0.150386011463123,-0.156639307520316,-0.00213723252544879,0.00143724117871162,0.045739554694652,0.614762586660451,-0.784497766162098,-1.56797609809579,-0.577622116057357,-0.552959449145085,0.33657453927797
"19","Burkina Faso",-0.313280524959861,1.61969657823378,1.08216449774206,0.531237286414202,0.179201229328306,-1.31223660300253,-1.3576987857778,0.83273173838253,-0.878142591114012,-0.530527860875762,-0.715876674064323,0.969538240725961,-0.760428559086998,1.16361454954941,-0.0675434322430312,0.0572045094801785,-1.27860733750545,1.43291508465886,1.67888425984916,1.21205596265805,-1.50156661138011
"20","Cabo Verde",0.0361576247869198,0.573469069416406,0.19849163631814,-1.45606026434136,-0.999433977219322,-0.105491484015016,-0.7533441842229,-0.370940982363682,0.958756721293119,0.515708970387839,0.0581482172807316,0.715608433227558,0.00463322574742234,0.51499983374073,0.325519171232396,0.982126856587371,0.129765068383056,0.359815897295082,-0.775531025148263,0.716848890064357,0.0146338211805741
"21","Cambodia",0.751548287206347,1.10005840351751,0.990534368860335,0.841410412555816,-0.470625056407436,-1.09622658118723,-1.1437241304296,1.57604063324468,0.138155722155319,-1.07810045595386,-0.864486189092418,0.343426688457369,-0.132468554278215,1.11292000070571,1.38797667677724,-1.88542241225403,0.936243578580378,0.645129945799785,-0.367533909109901,1.05843741095176,-0.419674928629992
"22","Cameroon",0.970225703096545,1.26233305265373,1.10569195681425,0.181399263497849,-0.965145064320314,-1.08731175113335,-1.22790860454018,0.744083163094348,-1.06183562698925,-1.06227687940832,-0.956534541286287,1.87328903540133,0.781543312559367,1.07210054377925,0.806095770237902,-0.719367542900986,0.947829247821587,1.38775876904479,0.286658846217295,0.18152366562447,-1.78946940311387
"23","Canada",0.844123934160569,-0.868836108515334,0.0558030120063619,-0.249951760046838,-1.62610947548582,1.47823218054672,1.70078463249337,-0.463801447062006,1.45556553573317,1.90636453651516,1.88655206025337,-1.82504885851024,0.317766920867705,-1.4914601627648,0.886792404013177,0.157632540534583,-0.247170195771394,-0.837326051583466,-0.621171114369025,-1.05945557509517,1.23593967874286
"24","Central African Republic",1.1607792478018,1.60082182885062,1.10355582537205,0.710901040275409,-1.5652423761477,-1.62817718832498,-1.46610627778422,-3.00237867678593,-2.42879889670197,-1.84878757113059,-1.9895501227091,1.50651286733862,-1.18188958657322,1.20767123536895,0.409721821571471,0.133493839218894,-0.182612402375652,1.55851533427634,-1.07812772192848,2.44910705257007,-2.62258252814296
"25","Chad",-2.0875537943254,1.70393946643401,1.23218355064626,0.827328662968652,-0.0494435902411407,-1.61898251874704,-1.481431928368,-0.770549945545364,-1.42932888933226,-1.35577078404563,-1.66632568351311,1.69193132985701,-0.625019393629578,1.19443935224367,0.24628316716957,-1.27815207040526,-0.78130344675067,1.5480693657757,1.3689169042313,1.95696354985967,-2.34370459140326
"26","Chile",0.539326206696624,-0.795762009732896,0.228293489466671,0.825506599854077,-0.937230678136763,0.869598083276264,0.494392668426937,-0.376890574496245,0.543595783458888,1.30794922900098,1.1070432942686,0.00422817140488562,-0.540388665218691,-0.201652249728305,-0.0818598027656628,0.110158095036073,-0.261517515385377,-0.5294662834558,0.973491809371359,-0.828439294090653,0.947020351144384
"27","China",0.130794783832682,-0.868836108515334,-0.431881698998316,0.547756300549229,0.713556653122675,0.0664425534507381,0.970740313271382,1.56694462459928,-0.501479145096301,-0.423650673329682,0.261872501517916,1.608432253165,0.150198078614148,0.709665700927958,0.725262717897575,-0.397831210912135,-0.543578684780453,-1.15060689094099,-0.344687014089515,0.280850991686046,0.485141165198104
"28","Colombia",0.937246199663435,-0.314397851451742,0.127935131938333,0.361697253712016,-0.0153983335430072,0.278461487706519,-0.312088229982729,-0.00849854790903587,-1.16060340303529,-0.351877032199903,-0.0929777577990712,-0.382419724741842,-0.318656156782167,-0.143213674582337,0.555766663115311,0.495579966445588,0.969289060488319,-0.278035717927868,0.570213991128607,-0.0769791932389672,0.560935071013647
"29","Costa Rica",1.10981764697602,-0.633027928993752,0.511329958108204,-0.883073772128088,-0.281096471092178,0.390940993356497,-0.418690355517485,0.100589268735392,0.798345738463585,0.519527531774987,0.336839257057029,-0.455107233161782,1.08790654940678,-0.277541316963159,-0.155466534864202,0.498177821768611,0.638700474862184,-0.703095028802272,-0.437577573199058,-0.355559079284102,0.938640128649895
"30","Cote d'Ivoire",0.086088906458645,1.19700822624984,1.02129001281508,0.524005928499397,1.15945776330866,-0.639073272253415,-1.0785252540382,2.10329508162689,-1.10738151739447,-0.72978869838697,-0.908197922948792,0.162681209090238,-1.02447643172897,1.09591847110143,-0.984501696202256,-0.831075586778427,-1.11536361725543,1.36104896419679,0.178064962043672,1.22763257505588,-1.98169385577593
"31","Croatia",0.907750481887155,-0.868836108515334,0.393213407407716,0.970236729566324,-0.633919435538074,0.747717191977675,0.353847319566627,-0.598853858009005,0.834503646062765,0.312831016693872,0.58353380939092,-0.292915409151869,-0.261107261462763,-0.208338074857123,-0.300596123747657,1.29516813435738,-0.367202090814684,-1.60055935265556,-0.78735844670747,-1.05945557509517,0.687735976898843
"32","Cuba",-0.938451633392898,-0.557691503452962,-0.100034867964519,-0.157163285249187,0.942324647864148,-0.349754886158318,0.105119819250926,-0.419480702700619,0.757405032197878,-0.630622421834565,-0.240121102411211,-0.10042319874797,2.28797027827316,0.324344955589119,-0.491595637811589,-1.08304599252441,-0.378335326152485,-0.466260308397307,-0.342475490294132,-1.05945557509517,0.814350024020086
"33","Cyprus",-0.547092562967941,-0.868836108515334,-0.618589649486487,-1.30052368112122,-1.36180234353458,0.880669097298712,0.60001772060676,-0.929138496387702,0.74179840473006,0.986912293910092,1.1194462485357,-0.33916975001741,-0.640252924743538,-1.4914601627648,0.359430032750394,1.21002455510047,-0.406753686012794,-1.0679831374545,-1.13226975743414,-0.229140891029291,1.0344176419523
"34","Czech Republic",-0.336064282338774,-0.868836108515334,-0.288885668123938,0.89999388047281,0.226518706759573,0.99784819134918,1.18591367757434,-0.115720404531743,1.25792068056786,1.14097393467726,1.0311781042533,-0.439098883258084,-0.174783918483659,-0.698099292351199,0.527270637843312,-0.273313323061642,-0.393344104190459,-0.88620590719639,-1.09253666842841,-1.05945557509517,0.845205304187413
"35","Denmark",0.759377067024638,-0.868836108515334,0.315510419631392,0.698852047321376,1.03700649546111,1.74032523922418,0.801381956014602,-0.49700612466637,1.13845968467757,2.05032602562079,1.97078370689754,-1.20780178259679,1.37226579686736,-1.4914601627648,0.94020071804834,0.0501718749320996,-0.229351805765502,-0.71011579128036,-0.666216775517393,-1.05945557509517,1.08026032537431
"36","Djibouti",-2.0875537943254,1.27395644841883,0.246136409897828,-1.4702903812833,1.57546056284651,-1.03153598215248,-0.889185673558818,1.86996807789014,-0.568831319040764,-0.951872896835125,-1.13848219687541,1.13511948090751,-0.807821766997095,1.14779893409361,-0.28022205563646,0.882079462233551,-2.93642708523764,1.21948265804244,-0.525332823500256,1.15156030801189,-0.979042383358319
"37","Dominican Republic",-0.186135662767061,-0.436836534639923,-0.14529236257315,0.544302669145073,0.385034021898037,0.282593144675199,-0.207371232119796,1.18788624055181,0.298302312599931,-0.490462750837115,-0.475339587309606,-0.711386625138026,0.112960558113358,-0.0709590602911134,-0.27182703843938,0.180208881847133,0.436183067989651,0.175270169926982,-0.29519997159945,0.512286211874815,0.153130634358733
"38","Ecuador",0.688054209436813,-0.448646110258037,-0.384310134706345,0.509975067687004,-0.774858393210005,0.027389080129466,-0.0159450767698668,-0.463637798454977,-0.0646967776499126,-0.964656916185287,-0.542181556418386,-0.53903730993217,1.56014601393953,-0.455606799927067,0.0436748493101129,-0.65263899634163,0.337142659786553,0.0872896225563744,0.519781983653089,0.137254305308787,0.514000866332973
"39","Egypt, Arab Rep.",-0.488290371320808,-0.845922069753248,-1.00700770376446,0.281751186741656,-1.7767107965553,-0.401682187650078,-0.13582423912856,0.175627614497542,-1.74820794242645,-0.631148657202989,-0.881657884872642,2.22819233698439,-0.589474487697006,-0.712653835784744,-1.64799478638545,1.04669845387412,0.0835787382152367,-0.264165278915397,0.643916780599401,-0.505319192971616,-0.0869205910603399
"40","El Salvador",0.801907453303935,0.0223415121863853,0.21856611599613,-1.13672619860529,1.70986644937882,-0.765028321489982,-0.732612313449623,-0.369554014900033,-0.0396674182557057,-0.697023300396547,-0.294956133831044,0.311871861975191,0.686756896739173,0.163818557480924,-0.524376810950904,-0.519967987964051,-0.105760262866992,-0.219219556883899,-0.466011569304695,0.396119653532793,0.0507580347145116
"41","Estonia",-0.302377469988739,-0.868836108515334,0.181199023497689,0.785282334782017,-0.868678515829294,1.35365382434888,1.70234468845749,-0.0577804351128533,0.887300234751163,1.3343375621652,1.08384562125214,-1.80814643722497,0.0808008813172207,-0.225309771946309,0.765153408455015,0.17619356819037,-0.543175498688982,-1.40497292332087,-0.852469868178464,-0.890260410991053,0.670864263260783
"42","Eswatini",0.638387108034001,1.1440124294095,0.984650899379961,-0.629868959205593,1.46099509197942,-0.658548608664302,-0.701424170803027,-0.155957853012055,-0.461120629010803,-0.383413797441705,-0.655195208074964,-0.372169825161979,-1.32576182487172,0.837540854792462,-1.43114804085453,1.98894251030503,1.25348294882578,1.3849295155089,-0.0799865006615212,1.33051804758564,-2.08471108791972
"43","Ethiopia",1.1648105635482,1.50740996535678,1.26094254078332,0.732751221909577,-0.2129063378096,-1.32915539078103,-1.41479773461989,2.73812837807582,-1.73218513252958,-0.555696774301649,-0.728130264391921,0.879851033893274,1.06082471631529,1.19334558524183,1.32005746945074,-1.36456410784291,-0.346113708975904,1.30242258417371,1.41901609677293,1.38951260885584,-0.869777174680169
"44","Fiji",0.703179341684829,0.180103504199941,0.415159101727914,-1.60878633776342,-0.838285883025373,-0.224744699628761,-0.546562842546121,0.56000818926014,0.723298390807271,-0.489368043285982,-0.431135422288234,-1.06579200271562,-0.538696050650474,0.927272376038668,-0.753962122958086,-0.444596961352509,0.243765607046696,-0.278035717927868,-0.566678597250406,-0.638300156429504,-0.606965463314525
"45","Finland",0.524290054303349,-0.868836108515334,0.570205530167681,0.477362699212043,-1.59843067395668,1.43855435095704,1.11495581485501,-0.865925165571491,1.43136944315511,2.11908915788214,2.06233014380794,-2.04309621439862,1.70401825223804,-1.4914601627648,0.651325044465269,0.502247032272736,-0.319731687546104,-1.95135833759852,-1.02271304228676,-1.05945557509517,1.15300825192122
"46","France",-0.0721695814474266,-0.868836108515334,-0.351536909973577,1.19810271567877,0.568535581057897,1.1746373964615,0.519811871225128,-0.78029623328145,0.291121634743682,1.4930611123434,1.47839165842635,-0.940931296715915,0.595355710055415,-1.4914601627648,0.233836830658673,0.697460546983668,-0.178788051103935,-0.768051767140634,-1.14973424667915,-1.05945557509517,1.29596427715555
"47","Gambia, The",-2.0875537943254,1.32535842503701,0.79335904673942,-1.43091017719175,0.918999923570175,-1.15225282971162,-1.29307313524189,-0.0889204390485702,-0.135051237615019,-0.70350191867861,-0.892226295947168,0.643406384228692,-1.07186963963906,1.19366043977527,-0.809571338036704,0.612164352894496,-1.26415317614966,1.39993091515927,0.841139366935538,0.402987321029596,-1.37311118906073
"48","Georgia",1.01148985591866,-0.858711663718181,0.358183848741565,-0.254790061551469,-0.275969118265075,0.0776341393978929,-0.156532616307289,0.220948808568548,-0.393790078323603,0.231629268831054,0.489882094855391,0.0607665027507132,-0.765083249149597,0.413427068197875,0.359800205566929,1.26523791896991,-0.11356485488603,-1.41878212239745,-0.626158258477901,0.0942982746225786,0.117080801497822
"49","Germany",0.247726758834714,-0.868836108515334,-0.364582573618881,1.46536708783468,0.345225655856907,1.3428038411694,1.17037702149749,-0.556862274907413,0.964895566403936,1.78029879403602,1.78114810250071,-0.929772772913995,1.24701231881925,-1.4914601627648,0.869749296834363,-0.397600767432996,-0.188619892288129,-0.955161895410781,-1.11874878009563,-1.05945557509517,1.09616448554208
"50","Ghana",0.80829453011441,0.948249858225001,0.620520314934615,-0.0833701060894391,1.36246630180314,-0.752686145448173,-1.03619850538064,0.651842015070162,0.031227006011814,0.0952888533516648,-0.274181871611808,0.602086453474645,-0.897530339112635,1.08634948851215,0.0211194215947872,0.111247204940262,0.180435150299711,1.25964945131955,1.39897052505126,-0.177566499251005,-1.14426665171121
"51","Greece",0.23507010501497,-0.868836108515334,-0.184789049331689,0.127113359681293,0.439789009456864,0.635655658906426,0.778907026660462,-1.38781088973715,-0.126969812239659,0.256232844180472,0.292834848549336,-0.430354540358987,-0.162935616506134,-0.370769418780331,-0.0625962531040715,2.0555914906705,-0.438789573484116,-0.264165278915397,-1.09750419019881,-1.05945557509517,1.15270589146176
"52","Guatemala",0.869336697969302,0.504326995126435,0.932236801200709,0.387581259883884,-0.248329936902692,-0.517619820867311,-0.723121396763036,0.164742878660632,-0.67556419161052,-1.08130416459281,-0.809332172240995,0.256002244813061,-0.714727965745119,0.868289604565107,-0.505970186839909,-1.02064613537089,-0.147930852703936,0.597999693713084,-0.0371822799175507,0.909877011682713,0.152262859840072
"53","Guinea",0.924163006688181,1.54165478498173,1.11373636647835,0.950782039474734,0.88183592615541,-1.42571654203349,-1.3137219171741,1.58120075716095,-0.787473448853336,-1.34692608382704,-1.29207843517179,0.132371627900442,0.00294061117920433,1.205677499864,-0.253712867199877,-0.568716806474253,-1.05835740274377,1.43291508465886,1.67104597903182,0.903741011549924,-1.53853380587503
"54","Honduras",0.59985988806925,0.555276814881649,0.767902931305024,0.28951987053495,-0.566412808183889,-0.854816180379018,-0.705018973416697,0.205058332004985,-0.515711829373421,-1.1080212002953,-0.855611698393978,0.058066669594875,0.226365734183947,0.797505356172172,-0.184683290027882,-0.38680843671187,-0.995530056841993,0.0471854748726756,-0.119031025171549,0.774334612502564,0.308239131179814
"55","Hungary",-0.387568745377656,-0.868836108515334,-0.203385694076317,0.929960226866018,0.841866969583078,0.98275482144938,0.402397627770963,0.0379225171055157,0.934046441424049,0.498390509303222,0.511524263178692,-0.485527902915988,-1.0177059734561,-1.4914601627648,-0.0853656707253715,0.147513323923254,-0.238232532503377,-1.68677202289829,-0.948366662286611,-1.05945557509517,0.471911080933821
"56","Iceland",1.16503477905916,-0.868836108515334,1.09999088742705,-1.03978549393651,-1.05904421054076,1.80151009900177,0.730293664645364,0.544927082623983,1.62101739590786,1.70298544133695,1.52879625164651,-1.87776503813513,1.80388251176288,-1.4914601627648,1.81886526542557,-0.563275848717738,-0.44472760768964,-1.02900367088112,-1.15562020775711,-1.05945557509517,1.28453505178783
"57","India",-0.077746305574743,0.634796526742655,0.480481378848164,-0.775945554664432,0.950885421890669,-0.968806633274515,-0.397366615258875,1.69940743391414,-1.11587084142634,-0.0546595569390453,-0.0945530829886638,2.36669750274209,-0.865370662316498,0.923338961698695,-1.41774736880459,-1.02849572300021,0.577706359467621,0.658484300418566,-0.350411959238843,0.914459590099908,-0.424088181896319
"58","Indonesia",-0.309367657426072,-0.132783338805959,0.494945895556179,-0.447908954544309,-0.443611361862001,-0.95242742816586,-0.302233491020219,0.776215469641734,-0.517818660944513,-0.432073215748112,-0.162315994965398,-0.480204767343582,-0.335582302464344,0.751544072251017,-0.00344216148913145,-0.475444111613602,0.165557909366016,0.430567714375406,0.143118074493692,0.229545134729413,-0.154854939092591
"59","Iran, Islamic Rep.",-0.786317072459254,-0.835497712658186,-2.08125585255668,-0.0984141999732847,-0.600009824937496,-0.0764596038104478,1.06202895493479,0.353974207893132,-1.07730100308058,-0.926680971917789,-0.43777445818706,0.929548493883914,-1.49333066712528,-0.915980095629893,-2.3151886388073,0.877552506042876,0.561143317054061,-0.500260472086284,0.573032851691153,-0.351411509128329,0.46580219021082
"60","Ireland",0.206320841899634,-0.868836108515334,-0.728331386533123,-0.654349300178174,1.15391499761671,1.25418480734682,0.953560620872918,2.47719675685465,1.18269049652219,1.71705295081206,1.51313827799144,-1.51525616200282,-0.291574323690683,-1.4914601627648,0.349126121569069,0.713475055934482,-0.237749943961735,-0.903022066727348,-1.07235135754799,-1.05945557509517,1.17574575847288
"61","Israel",-1.45735035948205,-0.868836108515334,-1.34548415487732,0.004693724459904,-0.776956783791338,1.03171095573318,1.04269689878991,0.180491807721157,-1.10495976005238,1.10927491107619,1.36911800551537,-0.0160396889086814,0.280529400366914,-1.4914601627648,0.325986679735334,-0.199693546045043,0.091703340972976,-0.2968214385686,-1.01307195894873,-1.05945557509517,1.27141260784711
"62","Italy",0.5353464123927,-0.868836108515334,-0.178591314644194,0.419680851642551,0.18760342940938,0.395659051054648,0.650014791650599,-1.09005102489154,0.519922067001426,0.345226905662107,0.437843173865293,-0.407057887014788,0.78662115626402,-1.4914601627648,-0.45688610355073,0.954102071326354,-0.274435247905142,-0.964111128798321,-1.08302209195081,-1.05945557509517,1.3592180852753
"63","Jamaica",-0.399642494165813,-0.150792252193918,-0.199726095267948,-1.41412456777163,0.0150872570585431,-0.169393850080499,-0.008152320898956,-0.903377116252521,0.265809202938795,-0.270721833176734,0.222848981578898,-0.754121180044861,-0.613171091652054,-0.0607991308807247,0.194452731482829,1.13430345654247,-1.14076016795917,-0.197453019153576,-0.89077970829121,0.237374705787755,0.26284212707505
"64","Jordan",-1.7710309812668,-0.858927499903332,-1.42438153111039,-1.26354038587562,-1.38271561838016,0.251007097093698,0.0556679013297689,-0.267675855558958,-0.597752081463135,0.377432434486276,0.0289948675098772,0.68179781948082,-0.716420580313337,-1.08455654142188,-2.66125133151539,1.14257474033945,-2.19442096364084,-0.214829742869374,-0.967961193403728,0.547399112968079,0.257437131501681
"65","Kazakhstan",-0.532266827255132,-0.856018474183839,-1.92229019896119,-0.841234409621252,1.90993592471436,0.793185533317,1.69683115313342,0.0640042793388677,-0.0290703369589625,-0.556014223505433,-0.222570959710094,-0.761990466825076,0.348233983095624,-0.421599145420662,0.849979452999367,-0.267887543193851,0.582367609134225,-0.973137845689902,1.1464767731252,-1.05945557509517,-0.0166308550488673
"66","Kenya",1.00467600017163,1.36863056466118,1.08398548885132,0.192427941383743,0.37836286765281,-1.1805608189784,-1.23542774809291,0.947886643912774,-1.39529312285514,-0.533779064896514,-0.442940964502939,0.42775772095061,-0.176476533051876,1.13756304185118,-0.206323167874611,0.63681411527963,0.00499232114485075,1.55931455186102,0.213171753464632,1.49985045312518,-0.90091788312123
"67","Korea, Rep.",-1.38799715803312,-0.868836108515334,-1.57831826901767,-0.675914283843294,-1.09919317364513,1.51512974550398,1.43026014128144,-0.0618602376970183,0.298031938809048,1.08034492292324,1.12423741102936,0.325268216817703,-0.457450551376022,-0.641184125344201,-0.113628238954108,-0.722541800558781,-0.510746543364979,-0.306342776781152,-1.14806257312927,-1.05945557509517,1.23791106893856
"68","Kuwait",-2.0875537943254,-0.868836108515334,-2.65772177926398,0.235548528589018,-1.54913720268352,1.18247971149394,2.35423466466242,-1.12391260854371,0.0630963879513444,0.0948046023862857,-0.193883162150968,1.69999610162673,-1.61689153060518,-1.4914601627648,0.61229120515637,-1.1779477565527,-0.243330409898132,0.0774072804315725,1.38410399941629,-1.03081974501201,0.386239663628523
